Producto;Estacion;Minutos
B22;Attach_BP_1;
B24_FA;FA_Assemble_1;
O23_BP;BP_Drill_1;
O23_BP;BP_Sand_1;
B24_SA;SA_Drill_3;
B24_SA;SA_Assemble_2;
;Attach_BP_1;
O23_BP;BP_Cut_1;
B24;Sand_1;
O22_FA;FA_Cut_1;
B24;Paint_3;
O22_FA;FA_Cut_2;
B24_BP;BP_Paint_2;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B22;Attach_BP_1;
B24_BP;BP_Paint_1;
B24;Assemble_1;
B24_SA;SA_Drill_2;
B24_SA;SA_Assemble_1;
O23_BP;BP_Cut_1;
O23_BP;BP_Drill_3;
O23_BP;BP_Sand_2;
B24;Sand_3;
O22_FA;FA_Drill_1;
B24_FA;FA_Assemble_1;
B22;Attach_BP_1;
O22_FA;FA_Drill_3;
O23_BP;BP_Drill_2;
O23_BP;BP_Sand_1;
O22_FA;FA_Drill_2;
;FA_Cut_2;
O23_FA;FA_Cut_1;
O22_FA;FA_Assemble_1;
O23_BP;BP_Cut_1;
B22;Attach_BP_1;
B24_BP;BP_Paint_2;
B24_SA;SA_Routing_1;
B24_SA;;
B24;Assemble_2;
B24;Paint_1;
B24_BP;BP_Paint_1;
O23_BP;BP_Drill_1;
B24_FA;FA_Assemble_1;
B22;Attach_BP_1;
B24;Assemble_3;
O23_BP;;
O23_BP;BP_Cut_1;
O23_FA;FA_Cut_2;
O23_FA;FA_Cut_1;
B24_SA;SA_Drill_1;
B22;Attach_BP_1;
B24_SA;SA_Assemble_1;
O22_FA;FA_Drill_1;
O22_FA;FA_Assemble_1;
B24_BP;BP_Paint_2;
B24;Sand_2;
;FA_Drill_3;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
O23_BP;BP_Drill_3;
O23_BP;BP_Sand_1;
O23_BP;BP_Cut_1;
O22_FA;FA_Drill_2;
;Attach_BP_1;
O22_BP;BP_Paint_1;
O22_FA;FA_Assemble_1;
B24;Paint_2;
;FA_Cut_2;
O23_BP;BP_Drill_2;
B22;Attach_BP_1;
O23_BP;BP_Cut_1;
O23_FA;FA_Cut_1;
O23_BP;BP_Sand_2;
O22_FA;;
B24;Sand_4;
B24_SA;SA_Drill_3;
B24_BP;BP_Paint_1;
B24_SA;SA_Assemble_2;
B24_SA;SA_Routing_1;
O22_BP;BP_Paint_2;
B24_SA;SA_Cut_1;
O23_BP;;
O23_BP;BP_Sand_1;
B22;Attach_BP_1;
O22_FA;FA_Drill_1;
O22_FA;FA_Drill_3;
O22_FA;FA_Assemble_1;
B24;Assemble_1;
;SA_Drill_2;
B24_SA;SA_Assemble_1;
O23_BP;BP_Cut_1;
B24;Sand_1;
B24;Paint_3;
O22_FA;FA_Drill_2;
B24;Paint_1;
B22;Attach_BP_1;
O23_FA;FA_Cut_2;
B24_BP;BP_Paint_2;
O22_FA;FA_Assemble_1;
O23_FA;FA_Cut_1;
O22_BP;BP_Paint_1;
O23_BP;;
B22;Attach_BP_1;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
O23_BP;BP_Drill_3;
O23_BP;BP_Sand_2;
O22_FA;FA_Assemble_1;
B24;Assemble_2;
B22;Attach_BP_1;
O23_BP;BP_Cut_1;
O22_BP;BP_Paint_1;
O22_FA;FA_Drill_1;
O23_FA;FA_Cut_2;
O23_BP;;
O23_BP;BP_Sand_1;
O22_FA;FA_Assemble_1;
O22_FA;FA_Drill_3;
O22_BP;BP_Paint_2;
B22;Attach_BP_1;
O23_FA;FA_Cut_1;
O22_FA;FA_Drill_2;
;SA_Routing_1;
B24_SA;SA_Cut_1;
O22_FA;FA_Assemble_1;
B24;Sand_3;
B23_BP;;
O22_BP;BP_Paint_1;
O23_BP;BP_Cut_1;
O22_BP;BP_Paint_2;
B22;Attach_BP_1;
O23_BP;BP_Drill_1;
O23_BP;BP_Sand_2;
;SA_Drill_1;
B24;Paint_2;
B24_SA;SA_Assemble_1;
O22_FA;FA_Assemble_1;
O23_FA;FA_Cut_2;
O22_BP;BP_Paint_1;
B22;Attach_BP_1;
O23_BP;BP_Cut_1;
B24;Paint_1;
O23_BP;BP_Drill_3;
O23_BP;BP_Sand_1;
O22_BP;BP_Paint_2;
O23_FA;FA_Cut_1;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B24_SA;SA_Drill_3;
B24_SA;SA_Assemble_2;
O22_FA;FA_Drill_1;
O22_FA;FA_Assemble_1;
B22;Attach_BP_1;
O22_FA;FA_Drill_3;
O22_BP;BP_Paint_1;
B24;Paint_3;
B24_SA;SA_Drill_2;
O22_FA;FA_Drill_2;
O22_BP;BP_Paint_2;
O23_BP;BP_Cut_1;
B24;Sand_1;
B22;Attach_BP_1;
O23_BP;BP_Drill_2;
O23_BP;BP_Sand_2;
O22_FA;FA_Assemble_1;
O23_FA;FA_Cut_2;
B24_SA;SA_Assemble_1;
O22_BP;BP_Paint_1;
B22;Attach_BP_1;
;BP_Cut_1;
O23_FA;FA_Cut_1;
O22_FA;FA_Assemble_1;
B24_SA;SA_Routing_1;
O22_BP;BP_Paint_2;
B24_SA;SA_Cut_1;
O23_BP;BP_Drill_1;
;;
B23;Attach_BP_1;
O22_BP;BP_Paint_1;
O22_FA;FA_Drill_1;
O22_FA;FA_Assemble_1;
O22_FA;FA_Drill_3;
O24_BP;BP_Cut_1;
O23_FA;FA_Cut_2;
;BP_Paint_2;
O23_BP;BP_Drill_3;
O22_FA;FA_Drill_2;
O23_BP;BP_Sand_2;
B24_SA;SA_Routing_1;
O22_BP;BP_Paint_1;
B24_SA;SA_Cut_1;
O22_FA;FA_Assemble_1;
B23;Attach_BP_1;
O23_FA;FA_Cut_1;
O24_BP;BP_Cut_1;
O22_BP;;
B24;Paint_1;
O22_FA;;
;BP_Drill_2;
O23_BP;BP_Sand_1;
B24_SA;;
O22_BP;BP_Paint_1;
B24_SA;SA_Assemble_1;
O23_FA;FA_Cut_2;
B23;Attach_BP_1;
O22_FA;FA_Drill_1;
O24_BP;BP_Cut_1;
O22_BP;BP_Paint_2;
B24_SA;SA_Routing_1;
O22_FA;FA_Assemble_1;
B24_SA;SA_Cut_1;
O23_BP;BP_Drill_1;
O23_BP;BP_Sand_2;
O23_FA;;
O22_BP;BP_Paint_1;
O22_FA;FA_Drill_3;
O22_FA;FA_Drill_2;
B23;Attach_BP_1;
O22_FA;FA_Assemble_1;
B24_SA;SA_Drill_3;
B24_SA;SA_Assemble_2;
O22_BP;BP_Paint_2;
O24_BP;;
O23_FA;FA_Cut_2;
O23_BP;BP_Drill_3;
O23_BP;BP_Sand_1;
B24_SA;SA_Drill_2;
O22_BP;BP_Paint_1;
O22_FA;FA_Assemble_1;
B23;;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B24;Paint_2;
O22_BP;BP_Paint_2;
B24_SA;SA_Assemble_1;
O24_BP;BP_Cut_1;
O23_FA;FA_Cut_1;
O23_BP;BP_Drill_2;
O23_BP;BP_Sand_2;
O22_FA;FA_Drill_1;
O22_FA;FA_Assemble_1;
B23;Attach_BP_1;
O23_FA;FA_Drill_3;
O23_BP;BP_Paint_1;
B24_BP;;
;BP_Paint_2;
O23_FA;FA_Drill_2;
O22_FA;FA_Assemble_1;
O23_FA;FA_Cut_2;
O24_BP;BP_Cut_1;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B23;Attach_BP_1;
O23_BP;BP_Drill_1;
O23_BP;BP_Sand_1;
O22_FA;FA_Assemble_1;
;BP_Paint_1;
;FA_Cut_1;
O23_BP;BP_Drill_3;
O23_BP;BP_Sand_2;
O24_BP;BP_Cut_1;
O23_BP;BP_Paint_2;
B23;Attach_BP_1;
O23_FA;FA_Drill_1;
O22_FA;FA_Assemble_1;
B24_SA;SA_Drill_1;
B24_SA;SA_Assemble_1;
O23_FA;FA_Cut_2;
B24_SA;;
B24_SA;SA_Cut_1;
O23_BP;;
B24_SA;SA_Drill_3;
O24_BP;BP_Cut_1;
B24_SA;SA_Assemble_2;
O23_BP;BP_Drill_2;
B23;Attach_BP_1;
O23_BP;BP_Sand_1;
O23_FA;;
O23_BP;BP_Paint_2;
O23_FA;FA_Assemble_1;
O23_FA;FA_Cut_1;
O23_FA;FA_Drill_2;
O24_BP;BP_Cut_1;
B23;Attach_BP_1;
;FA_Assemble_1;
O23_BP;BP_Paint_1;
O24_BP;BP_Drill_1;
O23_BP;BP_Sand_2;
B24_SA;SA_Drill_2;
O24_FA;FA_Cut_2;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
O23_BP;BP_Paint_2;
;SA_Assemble_1;
O24_BP;BP_Cut_1;
O24_FA;FA_Cut_1;
B23;Attach_BP_1;
O24_BP;BP_Drill_3;
;BP_Sand_1;
O23_FA;FA_Drill_1;
O23_FA;FA_Assemble_1;
B24_BP;;
O23_BP;BP_Paint_1;
O23_BP;BP_Paint_2;
O24_BP;BP_Cut_1;
;Attach_BP_1;
O23_FA;FA_Drill_3;
B24_SA;SA_Routing_1;
B24_SA;;
O23_FA;FA_Assemble_1;
O24_FA;FA_Cut_2;
O24_BP;BP_Drill_2;
O23_BP;BP_Sand_2;
O23_FA;FA_Drill_2;
O24_FA;FA_Cut_1;
O23_BP;BP_Paint_1;
O23_FA;FA_Assemble_1;
B23;Attach_BP_1;
O24_BP;BP_Cut_1;
O23_BP;BP_Paint_2;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B23;Attach_BP_1;
B24_SA;SA_Drill_1;
O24_FA;FA_Cut_2;
;SA_Assemble_1;
;SA_Drill_3;
O23_BP;;
B24_SA;SA_Assemble_2;
O23_FA;FA_Drill_1;
O23_FA;;
O24_BP;BP_Cut_1;
O24_FA;FA_Cut_1;
O24_BP;BP_Drill_1;
O24_BP;BP_Sand_1;
B24_BP;;
O23_BP;BP_Paint_2;
O23_FA;FA_Drill_3;
B23;Attach_BP_1;
B24_SA;SA_Drill_2;
O23_FA;FA_Assemble_1;
O24_BP;BP_Cut_1;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
O23_BP;BP_Paint_1;
O24_BP;BP_Drill_3;
O24_FA;FA_Cut_2;
O24_BP;BP_Sand_2;
O23_FA;FA_Drill_2;
B24;Attach_BP_1;
O23_FA;FA_Assemble_1;
O24_FA;FA_Cut_1;
B24_SA;SA_Assemble_1;
O22_BP;;
O23_BP;BP_Paint_2;
O24_BP;BP_Cut_1;
O23_BP;BP_Paint_1;
O24_BP;BP_Drill_2;
O24_BP;BP_Sand_1;
B24_SA;SA_Routing_1;
O22_SA;SA_Cut_1;
B24;Attach_BP_1;
O23_FA;FA_Drill_1;
O23_FA;FA_Assemble_1;
O24_BP;BP_Cut_1;
O23_BP;BP_Paint_2;
O24_FA;FA_Cut_2;
O24_FA;FA_Cut_1;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O23_FA;FA_Drill_3;
O23_FA;FA_Assemble_1;
B24;Attach_BP_1;
O22_BP;;
O23_BP;BP_Paint_1;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
;FA_Drill_2;
O23_FA;FA_Assemble_1;
O23_BP;BP_Paint_2;
O24_BP;BP_Drill_1;
O24_BP;BP_Sand_2;
B24_SA;SA_Drill_3;
B24_SA;SA_Drill_1;
B24_SA;SA_Assemble_1;
B24_SA;SA_Assemble_2;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
B24;Attach_BP_1;
O23_BP;BP_Paint_1;
O23_FA;FA_Drill_1;
O23_FA;FA_Assemble_1;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O24_BP;BP_Drill_3;
O24_BP;BP_Sand_1;
O23_BP;BP_Paint_2;
O22_SA;SA_Drill_2;
B24;Attach_BP_1;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O23_FA;FA_Drill_3;
O23_FA;FA_Assemble_1;
O23_BP;BP_Paint_1;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O24_BP;BP_Drill_2;
B24_SA;SA_Assemble_2;
O24_BP;BP_Sand_2;
O23_FA;FA_Drill_2;
B24;Attach_BP_1;
O23_BP;BP_Paint_2;
O23_FA;FA_Assemble_1;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O22_SA;SA_Drill_2;
O23_FA;FA_Drill_1;
O24_BP;BP_Paint_1;
O22_SA;SA_Assemble_1;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O23_FA;FA_Assemble_1;
B24;Attach_BP_1;
O24_BP;BP_Paint_2;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O24_BP;BP_Drill_1;
O22;Assemble_1;
O24_BP;BP_Sand_1;
O24_BP;BP_Drill_3;
O24_BP;BP_Sand_2;
O23_FA;FA_Drill_3;
;;
B24;Attach_BP_1;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O22_BP;;
O23_FA;FA_Drill_2;
O24_BP;BP_Paint_1;
O22_SA;SA_Drill_3;
B24_SA;SA_Assemble_1;
O22_SA;SA_Drill_1;
;SA_Drill_2;
B24_SA;SA_Assemble_2;
O23_FA;FA_Assemble_1;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O24_BP;BP_Paint_2;
O23_FA;FA_Drill_1;
B24;Attach_BP_1;
O22;Sand_1;
;FA_Assemble_1;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O24_BP;BP_Paint_1;
O24_BP;BP_Drill_2;
O24_BP;BP_Sand_1;
B24;Attach_BP_1;
O22_SA;SA_Drill_3;
;BP_Paint_2;
O22_SA;SA_Drill_1;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O22_SA;SA_Assemble_1;
O23_FA;FA_Drill_2;
O23_FA;FA_Drill_3;
O23_FA;FA_Assemble_1;
;SA_Drill_2;
O24_BP;BP_Drill_1;
O22_SA;SA_Assemble_2;
O24_BP;BP_Sand_2;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
B24;Attach_BP_1;
O24_BP;BP_Paint_1;
;Assemble_1;
O22_SA;SA_Assemble_1;
O23_FA;FA_Assemble_1;
;Paint_1;
O24_BP;BP_Drill_3;
O23_FA;FA_Drill_1;
O22;Assemble_2;
O22_SA;SA_Assemble_2;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O24_BP;BP_Paint_2;
O23_FA;FA_Assemble_1;
B24;Attach_BP_1;
O22;Assemble_3;
O22_SA;SA_Drill_3;
O22_SA;SA_Drill_1;
O24_BP;BP_Sand_1;
O22_SA;SA_Assemble_1;
O22_SA;SA_Assemble_2;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O22_SA;SA_Drill_2;
O24_BP;;
O24_FA;FA_Drill_3;
;FA_Assemble_1;
;SA_Assemble_1;
O22;;
O22;Sand_1;
B24;Attach_BP_1;
O24_FA;;
O22;Assemble_2;
O22;Sand_2;
O24_BP;BP_Paint_2;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O23_FA;FA_Assemble_1;
O22;Sand_3;
O24_BP;BP_Drill_2;
O22;Assemble_3;
O24_BP;BP_Sand_2;
O24_FA;FA_Drill_1;
B24;Attach_BP_1;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O22_SA;;
O22_SA;SA_Assemble_1;
O23_FA;FA_Assemble_1;
O22;Assemble_1;
O22;Sand_4;
O24_BP;BP_Paint_1;
O22_SA;SA_Drill_1;
O22_SA;SA_Assemble_2;
O24_BP;BP_Drill_1;
O24_BP;BP_Sand_1;
O22_SA;SA_Drill_2;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O22;Assemble_2;
O22_SA;SA_Assemble_1;
B24;Attach_BP_1;
O22;Assemble_3;
O22;Sand_1;
O22;Paint_1;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O24_FA;;
O22;;
O22;Sand_2;
O24_FA;FA_Assemble_1;
O22;Paint_2;
O24_BP;;
O24_BP;;
O22;Sand_3;
O22;Paint_3;
B24;Attach_BP_1;
O24_FA;FA_Drill_2;
O22_SA;SA_Drill_1;
O22_SA;SA_Assemble_1;
O22_SA;SA_Drill_3;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O22_SA;SA_Assemble_2;
O24_FA;FA_Drill_1;
O24_BP;BP_Paint_2;
O24_FA;FA_Assemble_1;
O22_SA;SA_Drill_2;
O22;Sand_4;
O22;Assemble_2;
O22_SA;SA_Assemble_1;
;SA_Cut_1;
O22_SA;SA_Routing_1;
B24;Attach_BP_1;
O22;Assemble_3;
O24_FA;FA_Assemble_1;
O22;Paint_1;
O24_BP;BP_Sand_1;
O22;Assemble_1;
O22;Sand_1;
O22;Paint_3;
O22;;
O23_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O22_SA;SA_Drill_3;
O22_SA;SA_Assemble_1;
O24_BP;BP_Sand_2;
B24;Attach_BP_1;
O24_BP;BP_Paint_1;
O22_SA;SA_Drill_1;
O22_SA;SA_Assemble_2;
O22;Sand_2;
O22;Paint_2;
O22_SA;SA_Drill_2;
O22;Sand_3;
O22;Assemble_2;
O22_SA;SA_Assemble_1;
;SA_Cut_1;
O23_SA;SA_Routing_1;
O22;Paint_1;
O24_FA;FA_Drill_2;
O22;Assemble_3;
O22;Sand_4;
O24_FA;FA_Assemble_1;
B24;Attach_BP_1;
;FA_Drill_3;
O22;Assemble_1;
O22;Paint_3;
O24_BP;BP_Paint_1;
O24_FA;FA_Assemble_1;
O24_FA;FA_Drill_1;
O22_SA;SA_Drill_3;
O23_SA;SA_Cut_1;
O23_SA;SA_Routing_1;
O22_SA;SA_Assemble_1;
O22_SA;SA_Drill_1;
B24;Attach_BP_1;
O22_SA;SA_Assemble_2;
O24_BP;BP_Paint_2;
O22_SA;;
O24_FA;FA_Assemble_1;
;Sand_1;
O22;Paint_2;
O22;Assemble_2;
O22_SA;SA_Assemble_1;
O22;Sand_2;
O22;Assemble_3;
O22;Paint_1;
O23_SA;SA_Cut_1;
O23_SA;SA_Routing_1;
B24;Attach_BP_1;
O22;Sand_3;
O22;Sand_4;
O22;Paint_3;
O23_SA;SA_Drill_3;
O22_SA;SA_Assemble_1;
O23_SA;SA_Drill_1;
O22_SA;SA_Assemble_2;
;FA_Drill_3;
;SA_Cut_1;
O23_SA;SA_Routing_1;
O24_FA;FA_Assemble_1;
O22;Paint_2;
O23_SA;SA_Drill_2;
O22_SA;SA_Assemble_1;
O24_FA;FA_Assemble_1;
O22;Sand_1;
O22;Paint_1;
O23_SA;SA_Cut_1;
O23_SA;SA_Routing_1;
O22;Sand_2;
O24_FA;FA_Assemble_1;
O22;Paint_3;
;SA_Cut_1;
O23_SA;SA_Routing_1;
O22;Paint_2;
O22;Paint_1;
O23_SA;SA_Drill_1;
O23_SA;SA_Assemble_1;
O22;Paint_3;
O23_SA;SA_Drill_2;
O23_SA;SA_Drill_3;
O23_SA;SA_Assemble_2;
O24_FA;FA_Assemble_1;
O23_SA;SA_Cut_1;
O23_SA;;
O22;Paint_2;
O23;Assemble_1;
O23_SA;SA_Assemble_1;
O23_SA;SA_Cut_1;
O23_SA;SA_Routing_1;
O23;Assemble_2;
O22;;
O23_SA;SA_Cut_1;
O23_SA;SA_Routing_1;
O23;Assemble_3;
O23_SA;SA_Drill_2;
O23_SA;SA_Assemble_1;
O23;Sand_1;
O23_SA;SA_Drill_1;
O23_SA;SA_Cut_1;
O23_SA;SA_Routing_1;
O23_SA;SA_Assemble_2;
O23_SA;SA_Drill_3;
O23;Sand_2;
O24;Attach_BP_1;
O23;Assemble_1;
O23_SA;SA_Assemble_1;
O23_SA;SA_Cut_1;
O23_SA;;
O23;Assemble_2;
O24;Attach_BP_1;
O23;Sand_3;
O23_SA;SA_Cut_1;
O23_SA;SA_Routing_1;
O23;Assemble_3;
O24;Attach_BP_1;
O23;Paint_1;
O23_SA;SA_Drill_2;
O23_SA;SA_Assemble_1;
O23_SA;SA_Drill_3;
O23;Sand_1;
O23_SA;SA_Assemble_2;
O23_SA;SA_Cut_1;
O23_SA;SA_Routing_1;
O23_SA;SA_Drill_1;
O24;Attach_BP_1;
O23;Sand_4;
O23;Sand_2;
O23;Paint_2;
O24;Attach_BP_1;
O23_SA;SA_Cut_1;
O23_SA;SA_Routing_1;
O23;Assemble_1;
O23_SA;;
O23;Assemble_2;
O23;Paint_3;
O24;Attach_BP_1;
O23_SA;SA_Cut_1;
O23_SA;SA_Routing_1;
O23;Assemble_3;
O24;Attach_BP_1;
O23_SA;SA_Drill_3;
O23_SA;SA_Assemble_1;
O23_SA;SA_Drill_2;
O23_SA;SA_Assemble_2;
O23;Paint_1;
O23;Sand_1;
O23_SA;SA_Cut_1;
O23_SA;SA_Routing_1;
O23_SA;SA_Drill_1;
O23;Sand_3;
O23;Paint_2;
O24;Attach_BP_1;
O23;Assemble_1;
O23_SA;SA_Assemble_1;
O23_SA;SA_Cut_1;
O23_SA;SA_Routing_1;
O23;Assemble_2;
O23;;
O23;Sand_2;
O24;Attach_BP_1;
O23_SA;;
O23_SA;;
O23;Assemble_3;
O24;Attach_BP_1;
O23_SA;SA_Drill_2;
O23_SA;SA_Assemble_1;
O23_SA;SA_Drill_3;
O23_SA;SA_Assemble_2;
O23_SA;SA_Cut_1;
;;
O23;Sand_4;
;Sand_1;
;Paint_1;
O22;Attach_BP_1;
O23_SA;SA_Drill_1;
O23;Paint_2;
O22;;
O23;Assemble_1;
O23_SA;SA_Assemble_1;
O23_SA;;
O23_SA;SA_Routing_1;
O23;Assemble_2;
O23;Sand_3;
O22;Attach_BP_1;
O23;Paint_3;
O22;Attach_BP_1;
O23;Assemble_3;
O23_SA;SA_Cut_1;
O23_SA;SA_Routing_1;
O23_SA;SA_Drill_3;
O22;Attach_BP_1;
O23_SA;SA_Assemble_1;
O23_SA;SA_Drill_2;
O23;Sand_2;
O23_SA;SA_Assemble_2;
O22;Attach_BP_1;
O23;Sand_4;
O23;Paint_1;
O23_SA;SA_Drill_1;
O23_SA;SA_Cut_1;
O23_SA;;
O23;Paint_2;
O22;Attach_BP_1;
O23;Assemble_1;
O23_SA;SA_Assemble_1;
O23;Assemble_2;
;SA_Cut_1;
O23_SA;SA_Routing_1;
O22;Attach_BP_1;
O23;Sand_1;
O22;Attach_BP_1;
O23;Paint_3;
O23;Assemble_3;
O24_SA;;
O23_SA;SA_Routing_1;
O22;Attach_BP_1;
O23_SA;SA_Drill_2;
O23_SA;SA_Drill_3;
O23_SA;SA_Assemble_1;
O23_SA;SA_Assemble_2;
O23;Paint_1;
O23;Sand_2;
O23_SA;SA_Drill_1;
O22;Attach_BP_1;
O23;Sand_3;
O23;Paint_2;
O24_SA;SA_Routing_1;
O24_SA;SA_Cut_1;
O22;Attach_BP_1;
O23;Assemble_1;
O23_SA;SA_Assemble_2;
O23;Assemble_2;
O22;Attach_BP_1;
O23;Sand_4;
O22;Attach_BP_1;
;SA_Routing_1;
O24_SA;SA_Cut_1;
O23;Paint_3;
O23;Assemble_3;
;Attach_BP_1;
O24_SA;SA_Drill_3;
O23_SA;SA_Assemble_1;
O24_SA;SA_Drill_2;
O23_SA;SA_Assemble_2;
O23;Sand_1;
O22;Attach_BP_1;
O23;;
O23;Paint_1;
O24_SA;SA_Routing_1;
O24_SA;;
O22;Attach_BP_1;
O24_SA;SA_Drill_1;
O23;Assemble_1;
O23_SA;SA_Assemble_1;
O23;;
O23;Assemble_2;
O22;Attach_BP_1;
O23;;
O23;Paint_3;
O24_SA;SA_Routing_1;
O24_SA;SA_Cut_1;
O22;Attach_BP_1;
O23;Assemble_3;
O23;Sand_4;
O24_SA;SA_Routing_1;
O23;Sand_1;
O24_SA;SA_Cut_1;
O23;Paint_1;
O23;Paint_2;
O24_SA;SA_Drill_2;
O24_SA;SA_Assemble_1;
O24_SA;SA_Drill_3;
O24_SA;SA_Assemble_2;
O23;Sand_2;
O24_SA;SA_Routing_1;
O24_SA;SA_Cut_1;
O23;Paint_3;
O24_SA;SA_Drill_1;
O24;Assemble_1;
O24_SA;SA_Assemble_2;
O24;Assemble_2;
O24_SA;SA_Routing_1;
O24_SA;SA_Cut_1;
O23;Paint_1;
O23;Attach_BP_1;
O23;Attach_BP_1;
O23;Paint_2;
O24;Assemble_3;
O23;Paint_3;
O24_SA;SA_Routing_1;
O24_SA;SA_Cut_1;
O24_SA;SA_Drill_2;
O24_SA;SA_Assemble_1;
O23;Attach_BP_1;
O24;Sand_1;
O24_SA;SA_Drill_3;
O24;Sand_2;
O24_SA;SA_Assemble_2;
O23;Attach_BP_1;
;SA_Routing_1;
O24_SA;SA_Cut_1;
O23;Attach_BP_1;
O24;Assemble_1;
O24;Assemble_2;
O24;Sand_3;
O24_SA;SA_Drill_1;
O24_SA;SA_Assemble_1;
O24_SA;SA_Routing_1;
O23;Attach_BP_1;
;BP_Cut_1;
B22_FA;FA_Cut_1;
B22_FA;FA_Cut_2;
B22_SA;SA_Cut_1;
B22;;
B22_SA;SA_Cut_1;
B22_SA;SA_Routing_1;
B22_BP;BP_Cut_1;
B22_BP;BP_Drill_1;
O23;Attach_BP_1;
B22_FA;FA_Drill_1;
B22_FA;FA_Cut_1;
B22_SA;SA_Cut_1;
B22_SA;SA_Routing_1;
B22_FA;FA_Drill_2;
B22_FA;FA_Cut_2;
O24_SA;;
O24_SA;SA_Assemble_2;
B22_BP;BP_Cut_1;
O24;Paint_1;
B22_BP;BP_Drill_2;
B22;Sand_1;
B22;Assemble_3;
B22_SA;SA_Drill_3;
O24_SA;SA_Assemble_1;
B22_SA;SA_Cut_1;
B22_SA;SA_Routing_1;
O23;Attach_BP_1;
B22;Assemble_1;
O24;Sand_4;
B22_BP;BP_Cut_1;
B22_BP;BP_Drill_3;
O24;Paint_2;
B22;Assemble_2;
O24;;
B22_FA;FA_Drill_3;
B22_FA;FA_Cut_1;
B22_BP;BP_Sand_1;
;SA_Cut_1;
B22_SA;SA_Routing_1;
B22_FA;FA_Cut_2;
O23;;
B22_BP;BP_Cut_1;
B22_BP;BP_Drill_1;
B22;Assemble_3;
B22_FA;FA_Drill_1;
B22_FA;FA_Assemble_1;
B22_SA;SA_Cut_1;
B22_SA;SA_Routing_1;
B22_BP;BP_Sand_2;
B23;Assemble_1;
B22_SA;SA_Drill_3;
B22_SA;SA_Assemble_2;
B22_BP;BP_Cut_1;
;BP_Drill_2;
B22_FA;FA_Assemble_1;
B22_BP;BP_Paint_1;
B22_FA;FA_Drill_2;
B22_FA;FA_Cut_1;
B22_SA;SA_Cut_1;
B22_SA;SA_Routing_1;
O23;Attach_BP_1;
B23;Assemble_2;
B22_FA;FA_Cut_2;
B22;Sand_1;
B22;Paint_3;
B22_SA;SA_Drill_1;
O24_SA;SA_Assemble_1;
B22_BP;BP_Sand_1;
B22;Sand_3;
B22_BP;BP_Paint_2;
B23;Assemble_3;
B22_BP;;
B22_BP;BP_Drill_3;
B22_SA;SA_Cut_1;
B22_SA;;
B22_FA;FA_Drill_3;
B22_FA;FA_Assemble_1;
B22_BP;BP_Sand_2;
B22_SA;SA_Cut_1;
B22_SA;SA_Routing_1;
B22_FA;FA_Drill_1;
B22_FA;FA_Cut_1;
B22_BP;BP_Cut_1;
B22_BP;BP_Drill_1;
O24;Paint_1;
;BP_Paint_1;
B22_FA;FA_Cut_2;
B22_FA;FA_Assemble_1;
B22_SA;SA_Cut_1;
B22_SA;;
O23;Attach_BP_1;
B22_SA;SA_Drill_3;
B22_SA;SA_Assemble_2;
B22;Assemble_2;
B22_SA;SA_Drill_2;
B22_BP;;
B22_BP;BP_Sand_1;
B23;Assemble_1;
B22_BP;BP_Drill_2;
B22_FA;FA_Drill_2;
B22_SA;SA_Drill_1;
B22_BP;BP_Sand_2;
B22_SA;SA_Cut_1;
